-0:12	とみさたん	
11:19	しめ	リアル狂人おるな
11:20	帝あるま	なるほど
11:20	沈む人	わかんないんだ
11:20	&Ryu	全員、狂人。
11:20	きもちおしえて	ほうほう
11:20	いつの間にかFCLになっていた男	ふむふむ
11:20	ずしりしかかたん	平和村とかなりそうやな
11:20	じーる	占いで白が出る狼陣営
11:21	しましま	狼2村3占霊狩狂かな？
11:22	セルカトネットヤーグ	ほう
11:22	mikamika	分からないんだ
11:22	月兎	狂人ありか！
11:22	Vanshika Jain	Hi there! (๑•̀ㅂ•́)و✧
11:22	AD KK	なるほど
11:23	きゅす	全員狂人説
11:23	ASAKA	わかりやすい
11:23	ひじりカレイド	全員狂人だし実質平和村
11:24	ひつまぶし	案外、解説を黙って聞けるにじさんじ
11:24	まも*	リア狂ばっかりだわ…
11:24	アンジュぺったんこ!	狂人、もしくは共犯者とも言われるな
11:24	TALE	狂人
11:24	旅行者ナッシュ	リア狂だらけだから、狂人を演じるのも大変だな
11:25	パンパンコ	グウェルわかり易すぎ
11:25	こるく	寝てるやつおらん？
11:25	つゆ	リアル狂人何人いる？？
11:25	あつぽん.	リヤ狂が絶対でるなｗ
11:25	haine	狂人難しい
11:26	さくめる	狂人面白そうや
11:26	カービィ	狂人しかいねぇ！
11:26	つぶ餡	ランダム白に関して人狼が白で出る事はありえません。しかし狂人が出ないとラン白部屋は狼側がほぼ負けます。狂人出てくれるといいですねぇ 理想は
11:26	ウッウウッ	場を荒らすことが目的の役職やね
11:26	コテユ	元から狂人が多い草
11:27	あざまる	そうなんだ
11:27	くりすぷ	狂人ほんまおもろいよな
11:28	Dear Deer	みんなリア狂じゃねえか
11:29	えんがわおいしいよね	ほぇ〜
11:29	クラウン	リアル狂人が何人かいますね･･･
11:29	シンプルにヤマトゥー	妖狐なし？
11:29	tete	リア狂多すぎ問題出るかな？
11:29	Elu	リア狂多いし大丈夫やろ
11:29	よつば	狂人難しそう
11:29	オムライスター	大事なルールだね
11:29	おおおおおお	あえ〜
11:29	しじみ	みんな狂人
11:29	けんこうくん	すみません。。。。グウェルさんの画面映ってない、、、、、、、
11:30	宮本かなで	わかりやすいね
11:30	あおい	ほえ〜
11:30	marin	狂人しかおらん
11:30	かさはら	なるほど
11:30	。。	ほえー
11:30	zaqo 4523	なるほど
11:30	キツネ南	みんな消えてね？
11:31	バズゥ、	ほぇ〜
11:31	鬼 朱	狂人は笹木でしょｗ
11:31	もちぐまん	みんな狂人は草
11:31	ちきんなげっと	かき乱すだけかき乱す狂人
11:31	局長	ほえー
11:31	luna	狂人が
11:31	うた	ふんふん
11:32	こあ老婆	なるほど
11:32	Blue	村人いる？
11:32	イェイョ	リア狂おるけどな
11:32	鯵の開き	レンガってなに？
11:32	半熟卵	わかりやすい
11:32	ゼフォル	シンプルだね
11:32	榎だよ	シンプルイズベスト
11:33	黛ヒロユキ	わかりませんが二種類あるのなんでやw
11:33	琥珀	スタンダードなやつやね
11:34	あい	狐なし
11:35	tukuedusk	まあベーシックだな
11:35	UyuNo	キツネとかはなしか
11:35	タスクだんちょー	わかりやすい
11:35	Tina #	狂人の立ち回り楽しみ
11:35	野菜ユリ	ベーシックルールでわかりやすい
11:35	あんちかおす	リア狂が多い...
11:35	Muu 315	全員狂人だからセーフ
11:36	Ka Ka	シンプルだ
11:36	ezoRig	リアル狂人多いし
11:36	Bravo Super	連ガは普通あり
11:36	賽子双六	分からないのいいね
11:36	よモぎ	あぇ～
11:36	あまち	リア狂しかおらんが
11:36	ギーマ	シンプルでいいね
11:36	しーく	基本狂人が占い対抗かな
11:36	ショッパー	全員狂人は草
11:37	高良	アエ～
11:37	山田さん	アホアホ人狼のパン屋なしって感じか？
11:37	ししゃも	レンガありは結構重要じゃないか
11:37	ユウ	人狼は？
11:37	hawk 3795	わかりやすかった
11:38	ユウCHAN	シンプルやね
11:39	みやぴ	ベーシック人狼いいね
11:39	深守	リア狂期待
11:39	能天熊	枠はここと墓場のグウェルのことだけです
11:39	るたろー	なるほどなるほど
11:40	ユーグ	分かりやすい
11:41	ハーレマーのゆら	全員狂人
11:41	unknown X	あぇ〜
11:42	BO SS	全員狂人じゃねる
11:42	聖杯の泥オルタ	リア狂しかおらんくね？
11:42	イキリ金魚	狩人いるのは村強すぎんよ〜
11:42	練馬大根	わかりｙすいな
11:43	よみ	狂人多いの好き
11:43	月乃宮	ここの村、狂人ＶＳ狼やろ
11:43	NEROymネロやん	シンプルでいいですね
11:44	コウノトリ	リア狂は草
11:44	じーべん	ぴょんぴょん
11:44	なまけもん	一番りんご星人ですよろしくオネガイシマス。
11:44	しらゆき*	ありか
11:44	aliado	ありなのか
11:44	民	ぴょんぴょん飛ぶのかわいい
11:45	藤洛陽	狼何人
11:45	ぽんじゅうす	全員怪しくね？
11:45	Rosenmilky Sylvia	レンガありか
11:45	黒猫	ありかあ
11:46	からし	シンプルだね
11:46	柚葵-ゆうき-	ありなんだ
11:46	Mohi	パン屋はないね？
11:46	エフダブ	狂人が一番頭使うまである
11:46	あたるん!	連ガードあり
11:46	t. t	リア狂しかいねえ
11:47	ふう	スタンダードやな
11:47	sillicon	これは経験者の質問
11:48	イーミー	ありか
11:48	R Yu	ふんふん
11:48	鯛部長	霊媒師なしか
11:48	暇なししょー	連続守り把握
11:48	うにあ	いいのね
11:49	みずあ。	ほー
11:49	時をかける少年	笹木ずっと喋ってる判定なの笑う
11:49	下っ端騎士団員	連続ガードありか
11:49	ぺねろぺ	不破のはぇ〜笑う
11:49	めたる王	ありか
11:49	s i	わかりやすいぞグウェル
11:49	だいふく	狂人の立ち回りわかればなんとか行けそう笑笑
11:50	meshi	狂人楽しそう
11:50	おしゅ	フォーマットこれか
11:50	人	わくわく
11:51	とりあたま	ありか～
11:51	sho ma	連続ガードありか
11:51	そちゃ	ありか
11:51	とちおとめ	ﾌﾝﾌﾝ
11:52	れーた	何人ずつなんやろ
11:52	愛に生きる	シンプルやね
11:52	矢澤ヒロ	連続ありか
11:54	Hana Tsukimi	占い師は守り続けたいな
11:54	メロンソーダ8号	連続同じ守りありか
11:54	じーる	おー経験者らしい質問
11:54	ユニかす	この卓狂人しかいない
11:54	心刃	ん？
11:55	首領パッチ	プレイヤー全員なにかしら狂ってる
11:56	奏	連ガあり把握
11:56	すすなす	レンガ有りか
11:56	さんび	まだむずくない
11:56	帝あるま	なるほど
11:56	kouki sano	占い師の最初の結果で狂人は出るのかな？
11:56	しめさば	分かりやすくてたすかる
11:57	フィエリス	リア狂おりすぎｗ
11:57	辰井龍	ふむふむ
11:57	りょうの	パン屋どこ！？
11:57	ひつまぶし	質問がやり慣れてるｗｗ
11:57	榎だよ	いいね
11:57	月海	ありか
11:57	ぬるやっこ	ええね
11:57	ぺぺけし	1
11:58	i h	おけ
11:58	あんどりゅー	ほうほう
11:58	佐藤太郎	ありか
11:58	藤原紫苑	人狼陣営キツいねｗ
11:58	こうくんこのファン	ジャッジメントの基本部屋って感じ？
11:59	kagamidori	元ネットワークおるやん〜感謝
12:00	たくろー	今きたんだけどこの画面見やすいな
12:00	雪松	人狼狂人何人？
12:00	もつアヤカ	かなかなしゃべってる？
12:01	おあ	笹木とまってね？
12:01	しゅう	連続守りありか結構有利だな
12:01	さくゆう	同接多
12:02	GNOME【ノーム】	了解ですー
12:02	田中太郎	不破あやしくね？
12:02	ガウェイン	ナイス
12:02	さくめる	ほうほう
12:02	kaniko	役無し？
12:03	マリスステラ	ほうほう
12:03	るなつ_	わかりやすいな
12:03	アソコガカユイ	わくわく
12:03	にゃおと。アイコン貰った!	連続ガードの略→レンガ
12:03	直樹カナン	葛葉が全く光らなくて草
12:04	レッドライド	ささやき狂人いてもいいけどね
12:04	TALE	葛葉
12:04	よる	9人スタ村だね
12:05	ARISA	プロ人狼さん
12:05	よーの	レンガ強いよな
12:05	SEA	そうかー
12:05	よーむくんII世	草
12:05	pepsy	レンガありは村有利じゃね
12:05	# ChroSaku	草
12:06	あい	欠けなし
12:07	しじみ	ぴょんぴょんかわいい
12:07	丸太丸	草
12:07	破狼[harou]	役欠け無しレンガあり
12:07	くりすぷ	笹木バグってない？
12:08	ハコノクラゲ	いつもの
12:08	S朱	草
12:08	アイザックネテロ	草
12:08	流れ星のガンマン・キリボシ	あぁ〜それでか
12:08	いつの間にかFCLになっていた男	ほうほう
12:09	茄子	ぴょんぴょんするのかわいいな
12:09	タオル	草
12:09	f S	草
12:10	【 t o m o e 】	役欠け無しやさしいね
12:10	。伽羅	草
12:10	玉の緒	グウェルオスガールすぐしぬ
12:11	スライムまん	だいぶ村有利かな？
12:11	Ichikoton	9人村で狼は1匹？
12:11	kbf kbf	え、グウェルって死ぬんですか！？
12:11	mikamika	あぁ
12:12	じひつ	ネタバレやめてください
12:12	心刃	ふむふむ
12:12	のどがおじいちゃん	約束された死
12:12	うにあ	なるほど
12:12	覚夜-かぐや-	あー！
12:12	kaniko	あー
12:12	こま	グウェル、良い奴だったな
12:13	ミョウジ	草
12:13	よんえの	なるほど
12:14	REO	これには不破湊も号泣
12:14	桃野パピコ	毎回しぬのか
12:14	陽介	役かけはキツイやろな
12:15	Tobahide	おお
12:15	クロ雲ライ	草
12:15	q622	初日結果あり？
12:16	まつぼくり	グウェルが！？
12:16	Nh	え！？グウェルが！？
12:16	KanadeHitode	草
12:16	えんじぇるくん	そうなのかw
12:17	もずく	草
12:17	おっさむ	なるほど
12:17	羅燃好[らもす]	なるほど
12:17	かき.m	いいっすね〜
12:17	ネ右	草
12:17	Tomoto K	グウェル
12:17	haine	一番シンプル人狼よき
12:17	伝説の獣	草
12:18	でぶちょこ	ぐうぇるー！！！
12:18	黒白	パン屋はあるの？
12:18	ハーレマーのゆら	笹木かわぃ
12:18	AssGuardian	いわゆる村長か
12:18	さぶりみなる	なるほど
12:19	丸い長方形	草
12:19	雑。	草
12:19	おいしい牛乳	草
12:20	ルルギア.	安心してw
12:20	クラウン	グウェルが役なし確定と
12:21	kiro	草
12:21	Daisuke I	草
12:21	taroh tanaka	スタンダード
12:21	只の杖	毎回亡くなるグウェル
12:21	SEA	安心して・・・？ｗ
12:22	Elu	たすかるやつ
12:22	碁御乃孝茶	草
12:22	rim toopogi	草
12:22	Tom Kid	人狼何人かな
12:22	ふぉるす	草
12:23	かめ布団	草
12:23	橘カレン	草
12:23	つぶ餡	9
12:24	UyuNo	GMがしんだ！
12:25	sho ma	草
12:25	圓山應	草
12:25	るたろー	草
12:26	鬼 朱	笹木ずっと喋ってるｗｗ
12:27	うえまち	基本的に狂人が一番大変だよね
12:27	うどん丼	なるほど
12:28	デグ	役欠け無し了解
12:28	lotus	佐々木ずっと光ってね？
12:28	鯖味噌	となると村微有利か
12:29	モカ	なるほど
12:29	タヌキとネコ	なるほど
12:29	7てん	役かけ無しだね
12:29	おじ	草
12:29	ゆり•	なるほど
12:29	LRC	草
12:30	ほんわかず	草
12:31	める	グウェルはパン屋
12:31	いくざき	レンガありは面白いね
12:31	通りすがりのどぼ	草
12:31	すずやん	草
12:31	mea mea	グウェル！？
12:32	ana nan	欠け無し把握
12:32	森森	2w
12:32	旅行者ナッシュ	狼は何匹だ？
12:32	Uロイ	ヴァンプさん怪しくね
12:34	バウムリィン	9aは因みに少し狼有利とは言われている
12:34	もちもちだいふく	草
12:34	アンジュぺったんこ!	いいやつだったよ
12:35	f m	草
12:35	mudkip	最初役欠け無しって言い方するってことは展開次第では2村目役欠けありが…！
12:36	malt	役欠けなしか
12:36	jingarn	ショニカスなしルール
12:37	テラかすてら	まさかグウェルが死ぬわけないだろ！
12:37	Akky tai	ぐうぇるぅぅ！！！！！
12:38	きもちおしえて	メスボ泣
12:38	やたなま	笹木の喋ってる判定草
12:38	しゅと	葛葉、生きてるか？
12:39	あつぽん.	グウェルいいやつだった...
12:39	独り謳	葛葉挨拶から光った？笑
12:39	いろはに	グウェルるううううう
12:39	俺の名を言ってみ郎	ショニカス無しか
12:39	有村霧香	グウェル死亡確認！
12:39	wajyma	グウェルだけがいない世界
12:40	べーこん	レンガってなに？？
12:40	帝あるま	草
12:40	深守	スタンダードで初心者に優しいルールだ
12:40	[V] K blank	え！グウェルって初日に死ぬんですか！？
12:41	toma a	グウェル死ぬんですか？ネタバレやめてください！！！
12:41	ありゃい。	グウェルって死ぬんですか！？
12:41	ふみふみ之助	グゥエル…いい奴だったよ…
12:41	たなりどなるど	死んだ人がね！
12:42	YU YU	グウェル限界オタク悲しみ
12:42	kagamidori	みんなぴょんぴょんしてて草
12:43	吉高	笹木だけ動かないな
12:43	蓮根鏡	葛葉ミュートしてる？？
12:43	shiz	あいつはいいやつだったよ…
12:43	あげぱん	草
12:43	じぇろん	狂人のことじゃね？
12:43	もっちもっち	役かけ無しは想定がグッと減る
12:43	ヤックル	ぐうぇる死なないで
12:43	ののの	グウェルを守ろう
12:44	you千秋	役欠けなしいいね
12:45	ぽる	くずはいきてる！
12:45	たれぐま,	確認は大事
12:45	コセラ	スタンダードな人狼すね
12:46	相棒はすだちです	グウェルぅぅぅ
12:46	人参	騙る気まんまんやん
12:46	はすね	初日占いラン白 連ガ有 欠けなしね いいね
12:46	たいちん	グウェルがんば
12:46	lon tig	経験枠が引っ張らんとな
12:47	くずてつしおん	欠けなしりょ
12:47	テルユウ	笹木月光りでずっと喋ってるみたいで草
12:47	かえ丸	笹木輝きっぱなし
12:47	黒王子	あっ霊能もいるのか
12:48	ウ	悼まれぬ死
12:49	shin _	葛葉
12:49	らぷとん	しなないで
12:49	中々	騙る気満々で草
12:50	でみちゃむ	分からん人は白か黒という単語自体わからんもんね
12:50	tx63	悲報オスガール無職で死ぬ
12:50	クロ雲ライ	うんうん
12:51	関屋あきら	第1夜「グウェル、死す」
12:52	Ninj4	ガチだねぇ
12:52	さんさく	笹木ずっとピッカピカで草
12:52	らるち	わかりやすくていいな
12:52	s. fuuki	狂人にとってそこ大事
12:52	めいぷるたまご	人狼未経験っているの？
